Created 2018/1/22 08:46 by Windographer 4.0.19

Latitude = N 0.000000
Longitude = E 0.000000
Elevation = 0 m
Calm threshold = 0 m/s

Included flags: <Unflagged data>
Excluded flags: 

Time stamps indicate the beginning of the time step.

Date/Time	Speed 85 m [m/s]	Speed 85 m SD [m/s]	Speed 85 m Max [m/s]	Speed 85 m Min [m/s]	Speed 75 m [m/s]	Speed 75 m SD [m/s]	Speed 75 m Max [m/s]	Speed 75 m Min [m/s]	Speed 50 m [m/s]	Speed 50 m SD [m/s]	Speed 50 m Max [m/s]	Speed 50 m Min [m/s]	Direction 85 m [°] [°] [°]	Direction 85 m SD [°] [°] [°]	Direction 85 m Max [°] [°] [°]	Direction 85 m Min [°] [°] [°]	Direction 10 m [°] [°] [°]	Direction 10 m SD [°] [°] [°]	Direction 10 m Max [°] [°] [°]	Direction 10 m Min [°] [°] [°]	Temperature 10 m [°C]	Temperature 10 m SD [°C]	Temperature 10 m Max [°C]	Temperature 10 m Min [°C]	Pressure 7 m [kPa]	Pressure 7 m SD [kPa]	Pressure 7 m Max [kPa]	Pressure 7 m Min [kPa]	iPack Voltmtr V 7 m [°C]	iPack Voltmtr V 7 m SD [°C]	iPack Voltmtr V 7 m Max [°C]	iPack Voltmtr V 7 m Min [°C]	Speed 30 m [m/s]	Speed 30 m SD [m/s]	Speed 30 m Max [m/s]	Speed 30 m Min [m/s]	Speed 10 m [m/s]	Speed 10 m SD [m/s]	Speed 10 m Max [m/s]	Speed 10 m Min [m/s]	Custom [unit]	Custom SD [unit]	Custom Max [unit]	Custom Min [unit]	
2017-05-23 11:00	3.300	1.522	10.000	0.300	3.400	1.608	9.200	0.300	3.267	1.647	7.800	0.300					29.9	55.3	0.0	0.0	13.5	0.3	14.5	12.9	84.4	0.0	84.4	84.4	14.200	0.0000	14.200	14.100	3.250	1.659	8.500	0.300	3.450	1.446	8.500	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 12:00	3.800	1.303	9.200	0.300	3.733	1.364	9.200	0.300	3.250	1.531	8.500	0.300					21.3	24.5	0.0	0.0	13.9	0.2	14.8	13.4	84.4	0.0	84.4	84.3	14.200	0.0000	14.200	14.200	3.517	1.615	8.500	0.300	3.983	1.358	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 13:00	3.483	1.153	10.000	0.300	3.500	1.266	10.000	0.300	2.983	1.347	9.200	0.300					17.6	35.6	0.0	0.0	14.8	0.3	15.9	14.0	84.4	0.0	84.4	84.3	14.150	0.0000	14.200	14.100	3.050	1.425	10.900	0.300	3.400	1.416	10.000	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 14:00	5.050	1.235	9.200	1.100	5.167	1.238	9.200	1.100	4.917	1.350	9.200	0.300					35.1	15.1	0.0	0.0	15.2	0.2	16.2	14.5	84.3	0.0	84.4	84.3	14.100	0.0000	14.200	14.100	5.133	1.517	10.000	0.300	5.350	1.456	10.000	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 15:00	4.267	1.201	8.500	0.300	4.250	1.208	7.800	0.300	3.967	1.248	7.800	0.300					6.5	21.3	0.0	0.0	16.2	0.3	17.0	15.1	84.3	0.0	84.3	84.2	14.100	0.0000	14.100	14.100	4.233	1.314	9.200	0.300	4.433	1.292	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 16:00	4.583	1.320	12.400	0.300	4.600	1.364	10.900	0.300	4.067	1.462	10.900	0.300					326.4	24.0	0.0	0.0	17.1	0.4	18.1	15.1	84.2	0.0	84.3	84.2	14.100	0.0000	14.100	14.100	4.167	1.450	10.900	0.300	4.233	1.348	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 17:00	5.950	0.925	10.000	0.300	5.867	0.938	10.000	0.300	5.250	1.035	9.200	0.300					328.2	22.1	0.0	0.0	17.0	0.3	17.9	16.2	84.2	0.0	84.2	84.1	14.100	0.0000	14.100	14.100	5.183	1.095	9.200	0.300	4.867	1.095	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 18:00	5.700	0.937	9.200	2.500	5.767	0.979	9.200	2.500	5.450	1.025	10.000	2.600					357.0	15.6	0.0	0.0	16.3	0.3	17.3	15.1	84.1	0.0	84.2	84.0	14.100	0.0000	14.200	14.100	5.283	1.055	9.200	1.800	5.100	1.013	9.200	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-23 19:00	7.767	1.240	15.900	4.100	7.950	1.163	15.900	3.300	7.550	1.219	15.900	3.300					358.8	13.5	0.0	0.0	14.7	0.1	15.3	13.7	84.1	0.0	84.1	84.0	13.900	0.0000	14.100	13.800	7.117	1.279	16.700	3.400	7.017	1.231	16.000	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 20:00	9.150	1.094	14.600	4.100	9.083	1.108	14.600	4.800	8.650	1.108	15.200	4.100					349.4	17.7	0.0	0.0	13.5	0.1	14.0	13.2	84.1	0.0	84.2	84.0	13.683	0.0000	13.800	13.600	8.750	1.290	15.300	3.400	7.883	1.271	15.300	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 21:00	6.867	0.599	9.200	4.800	6.900	0.599	9.200	4.800	6.717	0.616	9.200	3.300					346.4	10.6	0.0	0.0	13.1	0.1	13.4	12.6	84.1	0.0	84.2	84.1	13.550	0.0000	13.600	13.500	6.783	0.622	9.200	4.100	5.983	0.744	9.200	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-23 22:00	5.567	0.426	8.500	3.300	5.467	0.426	8.500	3.300	5.017	0.456	7.800	2.600					328.5	7.8	0.0	0.0	13.4	0.1	14.0	13.2	84.1	0.0	84.2	84.1	13.500	0.0000	13.500	13.500	5.050	0.513	8.500	1.800	4.867	0.545	7.800	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-23 23:00	4.317	0.545	5.600	1.100	4.133	0.583	6.300	1.800	3.433	0.620	5.600	0.300					254.4	14.4	0.0	0.0	12.4	0.2	13.4	11.8	84.1	0.0	84.2	84.1	13.500	0.0000	13.500	13.400	3.150	0.635	5.600	0.300	3.217	0.564	4.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 00:00	3.533	0.699	5.600	0.300	3.517	0.645	5.600	0.300	3.300	0.679	4.800	0.300					236.9	11.2	0.0	0.0	12.1	0.2	13.2	11.3	84.1	0.0	84.2	84.0	13.483	0.0000	13.500	13.400	3.383	0.607	5.600	0.300	3.633	0.495	5.600	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-24 01:00	4.117	0.486	6.300	1.100	4.300	0.469	6.300	1.800	4.633	0.453	7.200	2.600					235.7	4.4	0.0	0.0	11.1	0.1	11.6	11.0	84.1	0.0	84.1	84.0	13.400	0.0000	13.500	13.400	5.383	0.469	7.200	3.400	5.883	0.572	7.800	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 02:00	3.500	0.456	4.800	1.800	3.567	0.464	4.800	1.100	3.950	0.510	5.600	1.800					235.2	4.1	0.0	0.0	11.4	0.1	11.6	11.0	84.1	0.0	84.1	84.0	13.400	0.0000	13.400	13.400	4.567	0.460	6.400	2.600	5.250	0.507	7.200	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 03:00	5.517	0.534	9.200	1.800	5.583	0.546	9.200	1.800	5.450	0.654	8.500	2.600					236.1	7.3	0.0	0.0	10.7	0.1	11.3	10.0	84.1	0.0	84.1	84.0	13.400	0.0000	13.400	13.400	5.717	0.688	8.500	2.600	5.967	0.722	9.200	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-24 04:00	7.200	0.324	8.500	6.300	7.333	0.354	8.500	6.300	7.183	0.389	8.500	5.600					225.5	5.0	0.0	0.0	10.2	0.1	10.5	10.0	84.0	0.0	84.0	84.0	13.400	0.0000	13.400	13.400	7.083	0.557	8.500	4.100	6.983	0.612	9.200	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-24 05:00	6.467	0.418	7.800	4.800	6.567	0.400	7.800	4.800	6.450	0.385	7.800	5.600					220.1	2.2	0.0	0.0	10.5	0.1	10.8	10.2	84.1	0.0	84.1	84.0	13.400	0.0000	13.400	13.400	6.367	0.385	7.800	5.600	6.267	0.385	7.800	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-24 06:00	7.267	0.537	9.200	5.600	7.167	0.573	9.200	4.100	6.750	0.666	9.200	4.100					220.3	8.2	0.0	0.0	10.6	0.1	11.0	10.5	84.1	0.0	84.1	84.0	13.417	0.0000	13.600	13.400	6.383	0.740	8.500	3.400	6.150	0.716	8.500	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 07:00	6.317	0.614	8.500	2.500	6.150	0.709	8.500	3.300	5.617	0.824	8.500	1.800					218.3	10.9	0.0	0.0	11.4	0.1	12.1	10.8	84.1	0.0	84.2	84.1	14.050	0.0707	14.200	13.600	5.400	0.851	7.800	2.600	5.550	0.808	8.500	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 08:00	4.667	0.830	7.800	1.100	4.617	0.799	7.800	1.100	4.583	0.893	7.800	1.100					209.1	15.2	0.0	0.0	13.1	0.1	14.2	12.1	84.2	0.0	84.2	84.1	14.200	0.0000	14.200	14.200	4.667	0.997	8.500	0.300	5.083	0.947	8.500	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-24 09:00	4.133	1.098	8.500	0.300	4.100	1.077	7.800	0.300	3.883	1.131	7.800	0.300					211.7	29.4	0.0	0.0	15.6	0.2	16.7	14.2	84.2	0.0	84.3	84.2	14.117	0.0408	14.200	13.700	3.817	1.134	8.500	0.300	3.867	1.186	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 10:00	5.267	1.145	10.000	0.300	5.283	1.134	10.000	0.300	5.100	1.165	10.000	0.300					276.9	25.1	0.0	0.0	17.0	0.1	17.3	16.5	84.2	0.0	84.3	84.2	14.100	0.0000	14.100	14.100	5.000	1.244	10.000	0.300	4.833	1.293	10.000	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 11:00	6.817	1.273	11.900	1.100	6.817	1.288	11.900	1.800	6.600	1.353	12.300	1.100					288.0	16.6	0.0	0.0	17.8	0.2	19.3	17.0	84.2	0.0	84.3	84.1	14.100	0.0000	14.100	14.100	6.567	1.395	10.900	1.100	6.400	1.502	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 12:00	6.100	1.659	11.900	0.300	6.033	1.713	11.900	0.300	5.867	1.593	10.900	1.100					281.9	22.7	0.0	0.0	19.3	0.2	20.1	18.4	84.2	0.0	84.2	84.1	14.100	0.0000	14.100	14.100	5.800	1.706	10.900	0.300	5.617	1.878	11.900	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-24 13:00	6.683	1.593	12.900	0.300	6.533	1.567	12.900	1.100	6.233	1.633	12.300	1.100					310.1	29.1	0.0	0.0	20.3	0.3	21.9	19.6	84.1	0.0	84.1	84.0	14.050	0.0000	14.100	14.000	6.017	1.699	12.400	0.300	5.700	1.695	14.700	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 14:00	7.417	1.677	12.900	2.500	7.283	1.651	12.900	1.800	7.033	1.728	11.800	1.800					311.9	29.8	0.0	0.0	20.9	0.4	21.9	20.1	84.1	0.0	84.1	84.0	14.000	0.0000	14.100	14.000	6.917	1.739	12.900	1.100	6.567	1.879	12.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 15:00	7.833	1.790	14.000	1.800	7.767	1.790	14.600	1.800	7.383	1.956	15.200	0.300					310.3	28.8	0.0	0.0	21.2	0.3	22.2	20.4	84.0	0.0	84.0	84.0	14.000	0.0000	14.000	14.000	7.083	2.150	14.700	0.300	6.750	2.084	14.100	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 16:00	8.150	1.385	14.000	2.500	8.017	1.447	14.600	1.800	7.583	1.521	12.300	1.100					309.2	21.0	0.0	0.0	21.0	0.1	21.9	20.7	84.0	0.0	84.0	83.9	14.000	0.0000	14.100	14.000	7.300	1.621	12.900	1.100	6.883	1.688	12.900	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-24 17:00	8.983	1.619	15.900	4.100	8.867	1.649	16.600	3.300	8.417	1.701	16.600	3.300					329.2	20.8	0.0	0.0	20.6	0.1	21.0	20.1	83.9	0.0	83.9	83.8	14.017	0.0000	14.100	14.000	8.133	1.836	16.700	3.400	7.567	1.807	18.100	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-24 18:00	9.767	2.176	21.500	3.300	9.633	2.149	20.600	3.300	9.183	2.204	22.300	2.600					359.9	25.2	0.0	0.0	20.4	0.2	21.3	19.6	83.9	0.0	83.9	83.8	14.033	0.0408	14.100	13.900	8.750	2.326	20.600	0.300	8.433	2.349	21.500	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 19:00	8.533	1.443	12.900	1.800	8.400	1.453	12.900	1.800	8.000	1.538	14.600	1.800					331.5	19.9	0.0	0.0	20.1	0.1	20.7	19.6	83.9	0.0	84.0	83.9	13.850	0.0000	14.100	13.700	7.733	1.652	14.100	1.100	7.050	1.605	14.100	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 20:00	8.533	0.901	10.900	5.600	8.317	0.897	10.900	5.600	7.783	0.935	10.900	4.100					315.7	9.4	0.0	0.0	19.4	0.1	19.6	19.3	83.9	0.0	84.0	83.9	13.633	0.0000	13.700	13.600	7.433	0.943	10.900	4.100	6.700	1.017	10.000	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-24 21:00	7.617	0.731	10.000	4.800	7.400	0.712	10.000	4.800	6.783	0.795	9.200	4.100					325.3	11.2	0.0	0.0	19.0	0.1	19.6	18.4	84.0	0.0	84.0	83.9	13.517	0.0000	13.600	13.500	6.517	0.840	10.000	3.400	5.817	0.837	8.500	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 22:00	8.183	0.779	10.900	5.600	8.250	0.799	10.900	4.800	7.700	0.753	10.900	5.600					17.3	8.8	0.0	0.0	18.6	0.1	19.3	17.9	84.0	0.0	84.0	83.9	13.500	0.0000	13.500	13.500	7.283	1.012	10.900	4.100	7.000	0.843	11.900	3.300	0.0000	0.0000	0.0000	0.0000
2017-05-24 23:00	8.383	0.436	10.000	7.200	8.117	0.418	10.000	7.200	7.883	0.456	10.000	5.600					43.7	6.4	0.0	0.0	17.0	0.1	17.9	16.7	84.0	0.0	84.0	83.9	13.500	0.0000	13.500	13.400	7.467	0.694	9.200	4.100	6.667	0.692	9.200	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-25 00:00	7.450	0.507	10.000	5.600	7.183	0.507	9.200	5.600	6.750	0.495	9.200	5.600					48.1	5.2	0.0	0.0	16.8	0.1	17.0	16.5	84.0	0.0	84.0	83.9	13.400	0.0000	13.500	13.400	6.517	0.542	8.500	4.100	5.867	0.590	8.500	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-25 01:00	10.017	0.469	12.400	8.500	9.650	0.469	11.900	7.800	9.200	0.485	11.800	7.200					45.2	6.4	0.0	0.0	16.0	0.1	16.5	15.6	84.0	0.0	84.0	83.9	13.400	0.0000	13.400	13.400	8.767	0.770	11.900	5.600	7.683	0.820	10.900	4.800	0.0000	0.0000	0.0000	0.0000
2017-05-25 02:00	9.750	0.469	11.900	7.800	9.367	0.453	11.900	7.200	8.950	0.418	10.900	7.200					45.2	5.8	0.0	0.0	15.4	0.1	15.9	15.1	83.9	0.0	84.0	83.9	13.400	0.0000	13.400	13.400	8.783	0.569	10.900	5.600	7.883	0.684	10.000	5.600	0.0000	0.0000	0.0000	0.0000
2017-05-25 03:00	8.600	0.440	10.000	7.200	8.217	0.443	10.000	7.200	7.800	0.418	9.200	5.600					43.3	6.7	0.0	0.0	14.8	0.1	15.3	14.5	83.9	0.0	83.9	83.9	13.400	0.0000	13.400	13.400	7.467	0.638	9.200	4.800	6.617	0.722	9.200	4.100	0.0000	0.0000	0.0000	0.0000
2017-05-25 04:00	7.650	0.564	10.000	4.100	7.283	0.564	10.000	4.100	6.583	0.587	9.200	3.300					43.5	5.9	0.0	0.0	14.3	0.1	15.1	14.0	83.9	0.0	84.0	83.9	13.400	0.0000	13.400	13.400	6.100	0.626	8.500	3.400	5.467	0.608	7.800	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-25 05:00	5.900	0.589	8.500	2.500	5.717	0.573	7.800	1.800	5.267	0.682	7.800	0.300					47.3	8.9	0.0	0.0	14.4	0.1	14.8	14.0	84.0	0.0	84.0	83.9	13.400	0.0000	13.400	13.400	4.883	0.736	8.500	0.300	4.550	0.635	7.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 06:00	3.150	0.606	4.800	0.300	2.900	0.620	4.800	0.300	2.233	0.603	4.100	0.300					59.3	10.8	0.0	0.0	14.9	0.1	15.6	14.5	84.1	0.0	84.1	84.0	13.417	0.0000	13.600	13.400	1.700	0.587	3.400	0.300	2.083	0.528	3.300	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 07:00	1.850	0.725	4.800	0.300	1.783	0.702	4.100	0.300	1.250	0.737	4.100	0.300					43.9	24.7	0.0	0.0	16.0	0.1	16.7	15.6	84.2	0.0	84.2	84.1	13.967	0.0577	14.100	13.600	1.033	0.780	4.100	0.300	1.433	0.810	4.100	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 08:00	1.683	0.839	4.800	0.300	1.650	0.839	4.100	0.300	1.467	0.859	4.100	0.300					167.4	60.4	0.0	0.0	16.8	0.2	17.3	16.2	84.3	0.0	84.3	84.2	14.100	0.0000	14.100	14.100	1.350	0.947	5.600	0.300	1.700	0.975	4.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 09:00	3.800	1.285	9.200	0.300	3.750	1.271	8.500	0.300	3.450	1.320	9.200	0.300					38.7	45.6	0.0	0.0	17.9	0.2	18.7	17.0	84.3	0.0	84.3	84.2	14.017	0.0408	14.100	13.600	3.367	1.435	8.500	0.300	3.450	1.417	10.000	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 10:00	6.817	1.472	11.900	1.100	6.817	1.457	12.400	1.800	6.833	1.552	12.300	0.300					41.5	11.9	0.0	0.0	17.8	0.1	18.7	17.3	84.3	0.0	84.3	84.2	14.083	0.0000	14.100	14.100	7.083	1.668	12.900	1.100	7.150	1.719	14.100	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-25 11:00	4.467	1.153	10.900	0.300	4.417	1.135	10.000	0.300	4.283	1.221	10.900	0.300					44.6	25.4	0.0	0.0	18.8	0.3	19.8	18.1	84.3	0.0	84.3	84.2	14.100	0.0000	14.100	14.100	4.300	1.441	10.900	0.300	4.483	1.397	11.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 12:00	3.633	1.240	10.000	0.300	3.667	1.229	10.000	0.300	3.483	1.274	10.000	0.300					28.9	39.3	0.0	0.0	19.8	0.2	20.7	19.3	84.3	0.0	84.3	84.2	14.017	0.0000	14.100	14.100	3.500	1.373	10.000	0.300	3.733	1.221	9.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 13:00	4.400	1.327	10.900	0.300	4.333	1.318	9.200	0.300	4.300	1.356	8.500	0.300					42.6	34.3	0.0	0.0	20.4	0.2	21.6	19.8	84.2	0.0	84.3	84.2	14.000	0.0000	14.100	14.000	4.450	1.455	8.500	0.300	4.583	1.435	8.500	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 14:00	3.517	1.068	8.500	0.300	3.500	1.086	7.800	0.300	3.267	1.168	8.500	0.300					33.6	48.9	0.0	0.0	21.3	0.3	22.8	20.1	84.2	0.0	84.3	84.2	14.000	0.0000	14.000	14.000	3.283	1.380	10.000	0.300	3.517	1.493	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 15:00	3.500	1.073	7.800	0.300	3.533	1.102	8.500	0.300	3.267	1.120	7.200	0.300					354.9	30.5	0.0	0.0	21.9	0.3	23.1	21.0	84.2	0.0	84.2	84.1	14.000	0.0000	14.000	14.000	3.233	1.143	7.200	0.300	3.350	1.112	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 16:00	3.067	1.082	6.300	0.300	3.033	1.105	6.300	0.300	2.767	1.170	7.200	0.300					12.9	28.9	0.0	0.0	22.9	0.3	23.7	21.9	84.2	0.0	84.2	84.1	13.967	0.0000	14.000	13.900	2.583	1.285	6.400	0.300	2.750	1.214	6.400	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 17:00	2.833	1.013	7.200	0.300	2.750	1.090	7.200	0.300	2.417	1.146	6.300	0.300					38.7	20.9	0.0	0.0	23.2	0.3	24.9	22.2	84.1	0.0	84.2	84.1	13.950	0.0000	14.000	13.900	2.217	1.267	7.200	0.300	2.633	1.124	7.200	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 18:00	1.617	0.711	4.800	0.300	1.533	0.726	5.600	0.300	1.133	0.771	4.800	0.300					325.3	37.1	0.0	0.0	23.3	0.4	24.6	22.5	84.1	0.0	84.2	84.1	13.900	0.0000	14.000	13.900	1.067	0.774	4.100	0.300	1.417	0.785	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 19:00	0.783	0.389	2.500	0.300	0.667	0.410	2.500	0.300	0.467	0.351	2.600	0.300					0.0	20.7	0.0	0.0	20.8	0.2	23.4	19.6	84.1	0.0	84.2	84.0	13.850	0.0000	14.000	13.700	0.417	0.300	2.600	0.300	0.667	0.400	2.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 20:00	2.367	0.453	4.800	0.300	2.333	0.456	4.800	0.300	1.983	0.420	4.800	0.300					11.1	5.3	0.0	0.0	19.8	0.1	20.1	19.6	84.1	0.0	84.1	84.0	13.633	0.0000	13.700	13.500	1.683	0.442	4.100	0.300	2.083	0.488	4.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-25 21:00	3.950	0.469	5.600	2.500	4.283	0.436	5.600	3.300	4.017	0.436	5.600	2.600					22.2	3.3	0.0	0.0	19.8	0.1	20.1	19.6	84.1	0.0	84.1	84.0	13.500	0.0000	13.600	13.500	3.617	0.480	5.600	1.800	3.833	0.456	5.600	2.600	0.0000	0.0000	0.0000	0.0000
2017-05-25 22:00	3.183	0.385	4.800	1.100	3.083	0.385	4.800	1.100	2.567	0.394	4.100	0.300					43.5	4.6	0.0	0.0	18.9	0.2	19.6	18.4	84.1	0.0	84.1	84.0	13.500	0.0000	13.500	13.400	2.150	0.420	4.100	0.300	2.383	0.418	4.100	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-25 23:00	0.783	0.324	1.800	0.300	0.517	0.316	1.800	0.300	0.317	0.122	1.100	0.300					243.0	37.6	0.0	0.0	18.4	0.1	19.3	17.6	84.0	0.0	84.0	84.0	13.400	0.0000	13.500	13.400	0.300	0.000	0.300	0.300	0.633	0.349	2.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 00:00	2.067	0.418	3.300	0.300	2.017	0.422	3.300	0.300	1.683	0.396	4.100	0.300					231.6	14.0	0.0	0.0	17.9	0.1	18.4	17.6	84.0	0.0	84.0	83.9	13.400	0.0000	13.400	13.400	1.567	0.465	4.100	0.300	1.733	0.398	4.100	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 01:00	3.083	0.324	4.100	1.800	3.100	0.354	4.100	1.800	2.783	0.324	4.100	1.800					236.8	5.1	0.0	0.0	18.1	0.1	18.4	17.9	84.0	0.0	84.0	83.9	13.400	0.0000	13.400	13.400	2.367	0.404	3.400	0.300	2.183	0.385	3.300	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-26 02:00	3.283	0.337	4.100	2.500	3.267	0.337	4.100	2.500	2.850	0.358	4.100	1.100					244.2	7.7	0.0	0.0	17.9	0.1	18.4	17.6	83.9	0.0	84.0	83.9	13.400	0.0000	13.400	13.400	2.383	0.389	4.100	1.100	2.317	0.400	3.300	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-26 03:00	2.783	0.306	3.300	1.800	2.717	0.286	3.300	1.800	2.333	0.342	3.300	1.100					253.8	9.4	0.0	0.0	17.6	0.1	17.9	17.3	83.9	0.0	83.9	83.8	13.400	0.0000	13.400	13.400	1.650	0.456	2.600	0.300	1.733	0.404	2.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 04:00	2.567	0.306	3.300	1.800	2.533	0.292	3.300	1.800	2.000	0.354	3.300	1.100					256.2	14.1	0.0	0.0	17.4	0.1	18.1	17.0	83.9	0.0	83.9	83.8	13.400	0.0000	13.400	13.400	1.383	0.374	2.600	0.300	1.650	0.385	2.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 05:00	3.283	0.370	4.800	1.800	3.300	0.354	4.800	1.800	2.900	0.370	4.100	1.800					227.3	6.1	0.0	0.0	17.0	0.1	17.3	16.7	83.9	0.0	83.9	83.8	13.400	0.0000	13.400	13.400	2.633	0.385	4.100	1.100	2.850	0.456	4.100	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-26 06:00	3.567	0.337	4.800	2.500	3.467	0.337	4.100	2.500	3.200	0.370	4.100	2.600					229.3	5.0	0.0	0.0	17.5	0.1	17.9	17.3	83.9	0.0	84.0	83.9	13.450	0.0000	13.800	13.400	2.983	0.354	4.100	1.800	2.800	0.404	4.100	1.800	0.0000	0.0000	0.0000	0.0000
2017-05-26 07:00	3.633	0.580	4.800	1.100	3.417	0.597	4.800	0.300	2.533	0.785	4.800	0.300					218.9	18.6	0.0	0.0	17.8	0.1	18.4	17.6	84.0	0.0	84.0	83.9	14.033	0.0408	14.100	13.700	1.917	0.754	4.100	0.300	2.183	0.628	4.800	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 08:00	2.867	0.660	5.600	0.300	2.767	0.709	5.600	0.300	2.283	0.775	5.600	0.300					206.4	18.3	0.0	0.0	18.8	0.1	19.6	18.4	84.0	0.0	84.0	84.0	14.000	0.0000	14.100	14.000	2.300	0.822	6.400	0.300	2.633	0.709	5.600	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 09:00	3.883	0.940	7.800	0.300	3.883	0.923	7.800	0.300	3.867	0.973	7.200	0.300					201.0	18.8	0.0	0.0	20.5	0.2	21.6	19.6	84.0	0.0	84.0	84.0	13.983	0.0408	14.000	13.600	3.967	1.047	7.800	0.300	4.133	1.002	7.800	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-26 10:00	5.400	1.372	12.900	1.100	5.450	1.377	11.900	1.800	5.633	1.423	12.900	0.300					196.3	22.3	0.0	0.0	21.8	0.2	22.8	21.0	84.0	0.0	84.0	84.0	14.000	0.0000	14.000	14.000	5.717	1.433	12.400	1.100	5.533	1.531	10.900	1.100	0.0000	0.0000	0.0000	0.0000
2017-05-26 11:00	5.233	1.529	10.000	0.300	5.200	1.557	10.000	1.100	5.167	1.624	11.800	0.300					225.5	31.4	0.0	0.0	22.4	0.2	23.1	21.9	84.0	0.0	84.0	84.0	14.000	0.0000	14.000	14.000	5.333	1.732	10.900	0.300	5.467	1.742	11.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 12:00	5.017	1.508	10.900	0.300	5.017	1.607	11.900	0.300	4.933	1.672	11.800	0.300					208.3	36.3	0.0	0.0	23.4	0.3	24.3	22.2	84.0	0.0	84.0	83.9	14.000	0.0000	14.000	13.900	5.067	1.721	12.400	0.300	4.967	1.779	10.900	0.300	0.0000	0.0000	0.0000	0.0000
2017-05-26 13:00	4.633	1.288	10.000	0.300	4.583	1.318	10.000	0.300	4.467	1.298	10.000	0.300					201.4	38.8	0.0	0.0	24.6	0.3	26.1	23.4	84.0	0.0	84.0	83.9	13.900	0.0000	14.000	13.900	4.483	1.350	10.900	0.300	4.217	1.335	8.500	0.300	0.0000	0.0000	0.0000	0.0000
